Data,Cliente,Perfil do Cliente,Cupom Fiscal,Campanha em Curso,Total Pago (R$),Desconto Total (%),PIX como Forma de Pagamento,Tempo desde a Última Compra (dias),Tempo para Finalizar Compra (min),Categorias Compradas,Comprou Item em Campanha de Marketing
2022-01-05,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,48a9d055-101c-4eda-8e93-31210afcfdd6,Livros,570.03,0.86,True,,15.2,Móveis,False
2022-01-05,3abb5f01-74c3-4dd1-b541-e457747792c2,Médio ticket e alta frequência,0777a209-e9af-4800-a82a-d49175bb08a2,Livros,109.48,0.46,True,,8.2,Livros,True
2022-01-05,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,0279158e-8d2a-427b-bde5-82bfa30cfa20,Livros,2023.93,8.26,True,,19.5,Eletrodomésticos,False
2022-01-05,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,120671d8-46ec-4591-b5f3-511b4b803367,Livros,620.29,8.9,True,0.0,5.1,Livros;Móveis,True
2022-01-05,72d358f4-a102-4245-a37c-15cf904b077e,Médio ticket e baixa frequência,880dc8b7-8bdc-48bb-86f1-59aad1449b97,Livros,265.17,8.25,True,,26.9,Informática,False
2022-01-05,79e076a4-27bf-4507-802c-8cbe1a30f46c,Médio ticket e alta frequência,988c220a-4510-4bc2-8483-fbb1ac977dac,Livros,107.01,6.7,True,3.0,9.3,Livros;Informática,True
2022-01-05,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,17f72071-4e9c-4db9-912f-dc80fec49534,Livros,126.36,6.39,True,0.0,19.0,Livros;Livros,True
2022-01-05,7dcb4a85-9fe0-42b4-b9e9-2f1ea0e811c6,Médio ticket e alta frequência,947ecbd3-af76-4921-bcb3-8ecb1cab6d14,Livros,4434.46,1.46,True,1.0,24.1,Games,False
2022-01-06,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,9212db42-3ca5-4561-82bc-b81ae9349732,Livros,65.35,7.94,True,2.0,14.7,Livros;Livros,True
2022-01-06,a15d7620-7649-4472-8c8c-eb77f77d2426,Médio ticket e baixa frequência,8e0e7699-b2bf-44d2-88db-5ea85d3581b1,Livros,29.34,5.32,True,,17.1,Livros,True
2022-01-06,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,eb0305ae-e39f-4ed0-a769-f92626875019,Livros,444.83,2.94,True,1.0,8.6,Eletrodomésticos;Informática,False
2022-01-06,add3a00e-3886-49aa-abff-854a24191082,Médio ticket e alta frequência,40b25cf8-c4c1-4f11-a36a-ae9272fc58b4,Livros,293.78,6.64,True,,7.4,Livros;Informática;Livros;Livros,True
2022-01-06,4ca33703-f9d7-41ba-9878-99b2fbb12e58,Médio ticket e alta frequência,d18f8bdd-bd91-4f60-adb5-446bd65ed6fd,Livros,96.26,1.77,True,,23.9,Livros;Livros,True
2022-01-06,b2011386-1cf4-4b1c-95d9-9493bacc5a7e,Médio ticket e alta frequência,9b9bb106-1be4-4be4-82c9-08a0f0552166,Livros,29.02,6.37,True,2.0,11.1,Livros,True
2022-01-06,24c755dd-fae0-481a-ac2a-9188f006c3d7,Médio ticket e alta frequência,3bd0fbb2-b5a7-4d0e-81a2-afc7eb88f0bc,Livros,235.05,0.82,True,3.0,13.4,Livros;Livros,True
2022-01-07,79e076a4-27bf-4507-802c-8cbe1a30f46c,Médio ticket e alta frequência,46a37ffa-4a1c-44b8-a047-0390635b40d2,Livros,1459.02,8.93,True,2.0,20.0,Eletrodomésticos;Livros,True
2022-01-07,cb992e80-18e4-48b0-8aba-d7bdfdf281aa,Médio ticket e baixa frequência,10ca4de7-0229-4171-b236-fec9aab7d111,Livros,123.83,0.86,True,,34.7,Livros;Informática,True
2022-01-07,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,d30e8843-8cd9-4fdc-badd-e2d3ce5e9452,Livros,1596.43,2.68,True,1.0,10.7,Eletrodomésticos,False
2022-01-07,a489aca3-ee28-4fe9-a4c2-270be3946bd0,Médio ticket e alta frequência,b9b0b329-5ef0-4dd6-98c0-5d73bf00288c,Livros,166.15,6.66,True,2.0,18.8,Livros,True
2022-01-07,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,59680e98-700a-4b1e-ac81-33c92e0cd838,Livros,230.0,0.9,True,2.0,26.2,Livros;Móveis,True
2022-01-07,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,6fb0c96d-5c9a-413c-8389-9f67d0e3ba51,Livros,40.74,0.61,True,2.0,24.9,Livros,True
2022-01-07,72d358f4-a102-4245-a37c-15cf904b077e,Médio ticket e baixa frequência,f45e7ce6-aebf-46a9-8dfa-90e53fe8e1f4,Livros,1597.16,2.64,True,2.0,25.1,Eletrodomésticos,False
2022-01-07,b46e9235-d928-4572-8b88-9f0ffc34a2c1,Médio ticket e alta frequência,b6304ff1-2cdf-4983-977c-a42efda681b2,Livros,63.4,2.31,True,4.0,8.6,Informática,False
2022-01-07,79e076a4-27bf-4507-802c-8cbe1a30f46c,Médio ticket e alta frequência,677b4c63-c548-4a51-82f2-5e82b62277a6,Livros,4013.42,1.27,True,0.0,17.7,Informática;Games,False
2022-01-07,2704032c-fa08-427d-9493-5cf8f2be3014,Médio ticket e alta frequência,e591de4d-43ba-40ea-9840-a7f86b17ce5b,Livros,411.11,0.89,True,5.0,18.3,Móveis;Informática;Livros;Livros,True
2022-01-08,1b1e8c14-12bd-46c6-b9f1-1ecdd20f4769,Médio ticket e alta frequência,1335b8c8-3087-45b6-86d2-2333c8e7de56,Livros,290.23,2.93,True,6.0,7.0,Informática,False
2022-01-08,2704032c-fa08-427d-9493-5cf8f2be3014,Médio ticket e alta frequência,b2f90579-f5e0-4ca8-a125-ed25aab41e82,Livros,565.8,1.6,True,1.0,16.9,Móveis,False
2022-01-08,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,0a2484b3-edba-498d-a927-e4fcf69365eb,Livros,29.25,5.63,True,3.0,11.9,Livros,True
2022-01-08,1919c053-821d-4206-bc59-18407d0e94b5,Médio ticket e alta frequência,25bf8e7c-ce11-41bd-986a-ee45c86b5aed,Livros,4730.25,5.51,True,,16.7,Games;Eletrodomésticos,False
2022-01-08,d85a82c7-56bb-4049-89ad-1dce00d1e244,Médio ticket e alta frequência,9eed388c-aeab-4926-a7f8-02e0a653c519,Livros,32.67,9.22,True,,19.1,Livros,True
2022-01-09,a15d7620-7649-4472-8c8c-eb77f77d2426,Médio ticket e baixa frequência,b28ea814-6da0-4ef3-8ac5-45af4153436d,Livros,2026.35,8.15,True,3.0,28.2,Eletrodomésticos,False
2022-01-09,e0a6bd56-f89d-40a1-a617-f50d6043e85a,Médio ticket e alta frequência,0619679a-8de0-48b0-9c7c-9303938c3a2d,Livros,28.32,8.61,True,7.0,14.7,Livros,True
2022-01-10,c05bf5b1-c714-4a13-ad32-e590e2ee4be8,Médio ticket e alta frequência,b69e7494-9d79-4457-9ba3-44e06e9207fd,Livros,973.73,8.61,True,,7.8,Livros;Informática;Móveis;Informática,True
2022-01-10,a7cf2938-d24b-4a3b-b4e3-1b3fb90db7a7,Médio ticket e alta frequência,c5d26bcb-dd0f-4eee-b117-ec721da1b75b,Livros,37.9,0.23,True,,25.8,Livros,True
2022-01-10,e6c073bb-4e7f-4b7e-8f45-6318b14f32d6,Médio ticket e alta frequência,d01180b8-61cf-4f81-9ed7-1e34f1ff70ef,Livros,3562.12,6.26,True,7.0,5.2,Games,False
2022-01-10,c4ad79f3-58ac-4a83-a8c6-ca12d33ce6ce,Médio ticket e alta frequência,ab797bf1-bab4-41b0-bd3c-daf192c9ef8e,Livros,1772.37,9.91,True,6.0,25.5,Móveis;Eletrodomésticos,False
2022-01-10,c4ad79f3-58ac-4a83-a8c6-ca12d33ce6ce,Médio ticket e alta frequência,e897a5b3-80de-4105-9978-bbdb20066a4d,Livros,223.97,2.58,True,0.0,27.0,Móveis,False
2022-01-10,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,499e339f-5b15-4528-84df-d97eae13ee9b,Livros,480.16,5.91,True,,15.3,Eletrodomésticos,False
2022-01-10,a489aca3-ee28-4fe9-a4c2-270be3946bd0,Médio ticket e alta frequência,ec955f2f-7ce6-4eab-b1d4-ab8456abe7b3,Livros,4765.61,0.72,True,3.0,7.7,Games,False
2022-01-10,3abb5f01-74c3-4dd1-b541-e457747792c2,Médio ticket e alta frequência,eca4e490-366c-4b40-8b56-7c76cec4918d,Livros,37.45,1.42,True,5.0,16.7,Livros,True
2022-01-11,b46e9235-d928-4572-8b88-9f0ffc34a2c1,Médio ticket e alta frequência,7b99c017-2467-4298-b7a1-3246871de2da,Livros,146.32,1.12,True,4.0,18.7,Livros;Livros,True
2022-01-11,385fb349-5e0a-4af6-83a9-00c272507080,Médio ticket e alta frequência,7276d891-2f45-4090-9d53-73304a1abd8b,Livros,334.93,0.31,True,,29.5,Livros;Informática,True
2022-01-11,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,8c0d5a52-5c1a-4d8d-a0dd-2357ce868501,Livros,87.45,8.6,True,3.0,12.0,Livros;Informática,True
2022-01-11,d85a82c7-56bb-4049-89ad-1dce00d1e244,Médio ticket e alta frequência,57283a07-7537-4994-8a0a-4b9efcdae941,Livros,119.57,0.36,True,3.0,16.4,Informática,False
2022-01-11,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,dd44744e-b752-4e9d-a76b-7fc13a48adeb,Livros,5156.5,1.67,True,0.0,16.3,Móveis;Games,False
2022-01-11,ba7e051f-46d9-4ef2-85c5-685a4e479c03,Médio ticket e alta frequência,2338a68d-77f3-4026-ba57-cc1c6b90c3be,Livros,28.78,7.13,True,9.0,11.0,Livros,True
2022-01-11,84efbc91-cd5f-4df2-8de4-b1c52b483cd4,Médio ticket e alta frequência,80923982-49ef-4f04-af43-e68a0ed95ae9,Livros,136.27,1.24,True,8.0,19.6,Livros;Livros;Livros,True
2022-01-11,a7cf2938-d24b-4a3b-b4e3-1b3fb90db7a7,Médio ticket e alta frequência,087168ab-6d8b-4712-a1a2-453b02059d21,Livros,333.41,1.58,True,1.0,18.9,Livros;Informática,True
2022-01-11,79e076a4-27bf-4507-802c-8cbe1a30f46c,Médio ticket e alta frequência,58b12a2e-801d-464a-bbc7-b8958e3e66e1,Livros,4827.23,0.67,True,4.0,5.7,Games;Livros,True
2022-01-11,1442eb67-bd95-47b5-9c74-030441b28d25,Médio ticket e alta frequência,3328d143-e095-4a88-97ca-7bff2ada27d9,Livros,90.59,9.4,True,,17.0,Livros,True
2022-01-12,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,bd0ae57a-2574-47bb-baad-bc78484e7a15,Livros,1998.98,9.1,True,5.0,15.8,Games,False
2022-01-12,8827fc21-675c-4fb6-ae12-798360bbf676,Médio ticket e alta frequência,96dccb58-d47a-46aa-b025-d8467d7a7dfd,Livros,66.02,8.27,True,10.0,11.5,Livros;Livros,True
2022-01-12,199106a9-9aa2-4293-91ce-7091771b100e,Médio ticket e alta frequência,57d10407-6e26-4b91-980f-98bbf356b584,Livros,205.81,0.56,True,8.0,15.5,Livros;Livros;Livros,True
2022-01-12,1919c053-821d-4206-bc59-18407d0e94b5,Médio ticket e alta frequência,60459d27-5832-444a-b377-b27ed5947dcb,Livros,167.79,2.5,True,4.0,22.1,Móveis,False
2022-01-12,24c04eac-56f3-4c6a-b0e8-5e9812ccaf31,Médio ticket e alta frequência,72553c10-043c-4719-a303-af4e7a9e5040,Livros,167.5,5.9,True,,5.3,Livros,True
2022-01-12,385fb349-5e0a-4af6-83a9-00c272507080,Médio ticket e alta frequência,abb2ad5c-c818-4d6e-afd4-b2cf4e2c7921,Livros,34.14,5.13,True,1.0,29.0,Livros,True
2022-01-12,0b4e015d-146d-4e90-9ed8-d71f16eecec2,Médio ticket e alta frequência,9e8f5a38-fc59-4e2e-9a71-e54b0d0cbe9e,Livros,4038.1,8.22,True,,19.7,Games,False
2022-01-12,65da4212-21cf-43d5-a1de-5a9afc996329,Médio ticket e alta frequência,77abb02a-0696-4b9f-b007-715182c61da0,Livros,281.89,6.03,True,11.0,18.0,Eletrodomésticos,False
2022-01-12,27036b1a-b114-4741-9656-3ee7de2fd14d,Médio ticket e baixa frequência,761d11db-5ea6-4e35-a99f-abed5d0b07b7,Livros,554.05,8.12,True,,16.4,Informática;Livros;Eletrodomésticos,True
2022-01-12,ba7e051f-46d9-4ef2-85c5-685a4e479c03,Médio ticket e alta frequência,daa0a165-1350-4c16-84a7-f8421d4d61c4,Livros,31.99,8.61,True,1.0,5.8,Livros,True
2022-01-12,b2011386-1cf4-4b1c-95d9-9493bacc5a7e,Médio ticket e alta frequência,f654b39a-56da-446a-a3c1-819c42765ef9,Livros,507.76,0.83,True,6.0,14.7,Móveis;Móveis;Livros,True
2022-01-12,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,4a8b1537-df34-40ae-b2e2-3beb1a90bd77,Livros,32.47,9.79,True,2.0,17.1,Livros,True
2022-01-13,cb992e80-18e4-48b0-8aba-d7bdfdf281aa,Médio ticket e baixa frequência,b710fff3-5388-4291-bbb7-5905ba7f88ec,Livros,1217.74,1.96,True,6.0,27.2,Livros;Móveis;Móveis;Móveis,True
2022-01-13,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,447324c7-51cc-480e-9050-bca02c64a0ea,Livros,226.64,1.42,True,7.0,14.0,Móveis,False
2022-01-13,da01ff3a-1a48-48e1-9d8f-843355d69460,Médio ticket e alta frequência,01c3a5cf-c82a-4613-b3ec-cfca4a1082d2,Livros,58.76,2.07,True,10.0,15.1,Livros,True
2022-01-13,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,4c65fc93-f611-46b6-80f3-8b18ea6ea163,Livros,562.38,0.81,True,1.0,14.4,Eletrodomésticos,False
2022-01-13,e6c073bb-4e7f-4b7e-8f45-6318b14f32d6,Médio ticket e alta frequência,daa7981e-222c-41c4-b2f1-5d1f1bd82442,Livros,344.56,0.98,True,3.0,16.3,Livros;Livros;Livros,True
2022-01-13,8827fc21-675c-4fb6-ae12-798360bbf676,Médio ticket e alta frequência,74b83ead-1349-47b1-9f08-0283bc6d6229,Livros,29.11,6.05,True,1.0,9.6,Livros,True
2022-01-13,f77bb5b2-d311-4c30-886b-86579dd34d09,Médio ticket e alta frequência,e212c5d5-b232-4326-96f2-b4f8d2ddb0ab,Livros,372.45,6.88,True,12.0,15.3,Livros;Eletrodomésticos,True
2022-01-15,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,29d578d3-1dbe-4805-88fa-9f63321c2b0f,Livros,49.65,9.72,True,2.0,15.3,Livros,True
2022-01-15,940ee9da-6a13-4157-8169-6f2fa12d3bbd,Médio ticket e alta frequência,b7d31406-ed84-49c2-9f3f-32ed84e840d3,Livros,4909.97,0.0,True,11.0,15.1,Livros;Games,True
2022-01-15,385fb349-5e0a-4af6-83a9-00c272507080,Médio ticket e alta frequência,7cd84ca8-461e-4d6e-b4b1-7bbf6431b6fb,Livros,2063.27,6.48,True,3.0,21.4,Eletrodomésticos,False
2022-01-15,cb992e80-18e4-48b0-8aba-d7bdfdf281aa,Médio ticket e baixa frequência,53cf9ce6-9c89-4ff8-b757-3c3a05b905c1,Livros,118.33,1.39,True,2.0,18.8,Informática,False
2022-01-15,3e1be429-60cb-499f-949e-b8b72abe3580,Médio ticket e baixa frequência,e0f8de8e-76ee-43b0-95c0-6f4476df8474,Livros,1330.32,8.25,True,,19.5,Eletrodomésticos,False
2022-01-16,d043f145-23e3-4c55-af03-f50ec7949a63,Médio ticket e alta frequência,ec0e9e0f-2686-477f-a06b-50f33f46db4f,Games,2226.75,2.59,True,12.0,11.5,Games;Livros,True
2022-01-16,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,eeff1359-7317-4f8f-8894-88cb2fd8d0bb,Games,284.09,5.3,True,4.0,27.1,Eletrodomésticos,False
2022-01-16,24c04eac-56f3-4c6a-b0e8-5e9812ccaf31,Médio ticket e alta frequência,e116c061-083b-422a-b8ec-cb4a1b80aff7,Games,4716.34,1.74,True,4.0,15.2,Games,True
2022-01-16,72d358f4-a102-4245-a37c-15cf904b077e,Médio ticket e baixa frequência,97a180e8-5bd0-4961-b085-18f064bb1653,Games,4088.35,7.08,True,9.0,19.1,Games,True
2022-01-16,1b1e8c14-12bd-46c6-b9f1-1ecdd20f4769,Médio ticket e alta frequência,f3bfa58d-c0dd-4aae-b758-24112bc7a276,Games,4097.14,6.88,True,8.0,23.1,Games,True
2022-01-16,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,762f11e6-a9a8-48c3-9e39-10dd809459ce,Games,37.28,1.88,True,1.0,13.4,Livros,False
2022-01-16,4c707469-1a84-4d56-8d65-511a6f768dbd,Médio ticket e alta frequência,eaaa3fef-473c-4df2-a33b-afa249de8e8f,Games,4116.39,7.89,True,12.0,24.0,Games;Móveis,True
2022-01-16,1442eb67-bd95-47b5-9c74-030441b28d25,Médio ticket e alta frequência,d68d96c9-6801-471f-8337-a19373655f18,Games,168.03,5.6,True,5.0,17.8,Livros,False
2022-01-16,e6c073bb-4e7f-4b7e-8f45-6318b14f32d6,Médio ticket e alta frequência,ef0c38d2-7184-4c6b-8dae-5c28142767cb,Games,2211.0,1.69,True,3.0,7.9,Games,True
2022-01-16,b46e9235-d928-4572-8b88-9f0ffc34a2c1,Médio ticket e alta frequência,70e6dd0a-04f0-46e5-bd55-26833d9bcb3c,Games,4721.85,1.63,True,5.0,10.2,Games,True
2022-01-16,3abb5f01-74c3-4dd1-b541-e457747792c2,Médio ticket e alta frequência,43bec706-485e-4c7c-b569-80fdb09704b8,Games,3915.38,8.94,True,6.0,20.4,Games,True
