Temperatura de Trabalho (°C);Pressão de Trabalho (bar);Vazão de Trabalho (m3/h);Rotação de Trabalho (rpm);Tempo de Trabalho (h);Viscosidade (mPa.s);Data Execução;Local;Manutenção Preditiva;Funcionamento Contínuo (h);Manutenção Corretiva;Pressão Máxima (bar);Temperatura Máxima (°C);Vazão Máxima (m3/h);Rotação Máxima (rpm)
18.79788657148901;2.0642339642394845;101.36998216825027;584.5278389760031;0.4415050175468309;1.8218128867419985;2022-01-02T10:00:00;Bomba da Entrada;0;8.321102619098195;0;10;120;180;1800
19.517317998851905;1.5590782165938386;92.19587179533428;512.8565880929567;0.7583361308660146;1.9229852342539084;2022-01-02T12:00:00;Bomba da Entrada;0;9.07943874996421;0;10;120;180;1800
19.846401557729468;1.9870073055091364;101.38309707154724;464.329485695053;1.0727858777167676;2.214996583928009;2022-01-02T14:00:00;Bomba da Entrada;0;10.152224627680978;0;10;120;180;1800
19.533657485649936;2.4474157408773127;118.03008778995583;682.5943310139629;1.0324140250959717;2.0141169092066287;2022-01-02T16:00:00;Bomba da Entrada;0;11.18463865277695;0;10;120;180;1800
18.260157813080983;2.4460099292872712;92.29399301772821;492.747238945229;0.49868803342575896;1.8577044861761463;2022-01-03T00:00:00;Bomba da Entrada;0;11.68332668620271;0;10;120;180;1800
19.729295677151946;1.8106880058193706;71.01531671218982;614.1270965441859;0.7844003714368788;2.1812023057800944;2022-01-03T02:00:00;Bomba da Entrada;0;12.467727057639589;0;10;120;180;1800
18.077465738195592;2.2531038094932563;104.95307624367202;649.3458885355286;0.7705458404035892;2.432543268725893;2022-01-03T04:00:00;Bomba da Entrada;0;13.238272898043178;0;10;120;180;1800
20.264327852852716;1.569709411598548;98.72212649341645;548.1094616598483;0.42300004015931353;2.372794281366987;2022-01-03T06:00:00;Bomba da Entrada;0;13.661272938202492;0;10;120;180;1800
18.656475314612685;2.463161524687241;86.12253956507898;531.2273512801557;0.9289585419739195;2.292161608494309;2022-01-03T08:00:00;Bomba da Entrada;0;14.590231480176412;1;10;120;180;1800
19.344321038587704;2.2096803928373823;81.16131817358993;613.2925007675314;0.5275924705705326;2.3289776268562967;2022-01-03T10:00:00;Bomba da Entrada;0;0.5275924705705326;0;10;120;180;1800
19.60120420353361;1.5687900512681336;127.92903937863002;532.5112734615386;0.813029842146743;1.9635977221040042;2022-01-03T12:00:00;Bomba da Entrada;0;1.3406223127172756;0;10;120;180;1800
19.68803879599325;1.8268799740896242;130.87398511948706;689.1665102137689;1.0074953162334723;2.0560337243192333;2022-01-03T14:00:00;Bomba da Entrada;0;2.3481176289507477;0;10;120;180;1800
19.403891593811657;2.0413504521154078;123.94277954262799;537.2316228634977;0.6248969673982943;1.8211009448218272;2022-01-03T16:00:00;Bomba da Entrada;0;2.973014596349042;0;10;120;180;1800
18.074270134749536;2.4505299844026407;121.59455396661659;537.4858543584813;0.6701348163706882;1.90091853856071;2022-01-04T00:00:00;Bomba da Entrada;0;3.6431494127197306;0;10;120;180;1800
20.401494519276582;2.243679729208707;98.51371357062837;613.4974544549124;0.6919126865300448;2.4536900860525535;2022-01-04T02:00:00;Bomba da Entrada;0;4.335062099249775;0;10;120;180;1800
18.256557720812843;1.883812288723979;119.43578097164877;558.7709640749983;0.3259993107179927;1.8843730951560531;2022-01-04T04:00:00;Bomba da Entrada;0;4.661061409967768;0;10;120;180;1800
19.481403693824106;1.909410653597964;121.55591340465939;466.2378394466765;0.878405241429641;2.479787665949382;2022-01-04T06:00:00;Bomba da Entrada;0;5.53946665139741;0;10;120;180;1800
20.867422748472265;1.9323182404887382;132.76310842731695;639.1073731814969;0.9685758869611938;2.176708776791161;2022-01-04T08:00:00;Bomba da Entrada;0;6.508042538358604;0;10;120;180;1800
20.181613095825387;1.8692945789655164;114.24731275473079;567.6899355883359;1.0990129854409418;1.9642411988010413;2022-01-04T10:00:00;Bomba da Entrada;0;7.607055523799545;0;10;120;180;1800
19.007684317635857;2.1179532997371275;95.66615239318966;677.9137721396085;0.7043804758695879;2.3122157957570075;2022-01-04T12:00:00;Bomba da Entrada;0;8.311435999669133;0;10;120;180;1800
19.45667872783106;1.5939548851158922;137.73948935496796;537.7763431610218;0.9996112240387987;2.447034278318245;2022-01-04T14:00:00;Bomba da Entrada;0;9.31104722370793;0;10;120;180;1800
18.161800653203855;1.776515815123962;105.69715021580619;661.9516378643942;1.0199300334052905;2.3051468975167304;2022-01-04T16:00:00;Bomba da Entrada;0;10.330977257113222;0;10;120;180;1800
19.451356266075305;2.300617216879502;114.63804402570432;639.0736605302316;0.5874818434254019;2.28630608562614;2022-01-05T00:00:00;Bomba da Entrada;0;10.918459100538623;0;10;120;180;1800
20.80425920097858;2.1088955346057974;109.74434117625475;615.2852095484672;0.582191407760613;2.20550535875787;2022-01-05T02:00:00;Bomba da Entrada;0;11.500650508299236;0;10;120;180;1800
20.975880206960596;2.011237157701749;73.44693138462695;502.25075575876326;0.9484886354045694;2.1525219393492856;2022-01-05T04:00:00;Bomba da Entrada;0;12.449139143703805;0;10;120;180;1800
19.44386465491392;1.931255457984113;115.14934625939664;564.3576533056153;0.734852531976232;1.7058607049757453;2022-01-05T06:00:00;Bomba da Entrada;0;13.183991675680037;0;10;120;180;1800
20.356288543041956;1.5624054678966863;119.16638366030637;569.1816366415331;0.41703921574764563;1.7023323292422423;2022-01-05T08:00:00;Bomba da Entrada;0;13.601030891427683;0;10;120;180;1800
19.86329471847266;2.2151735112373863;86.67001607269236;629.0267194182342;0.9170183709473418;2.081659467580332;2022-01-05T10:00:00;Bomba da Entrada;0;14.518049262375026;0;10;120;180;1800
19.103675159925736;2.477945952893567;133.71314069319766;508.55577162937544;0.7362608194245237;2.084565017105671;2022-01-05T12:00:00;Bomba da Entrada;0;15.25431008179955;0;10;120;180;1800
20.59508550094154;1.8194493248065269;100.24713295534383;605.687313414894;0.5974364447895509;1.887531280965086;2022-01-05T14:00:00;Bomba da Entrada;0;15.851746526589102;0;10;120;180;1800
20.554967920821404;1.9825235781590407;86.63323966291895;689.931899020309;0.9204485043954405;2.0951886729627356;2022-01-05T16:00:00;Bomba da Entrada;0;16.77219503098454;0;10;120;180;1800
18.092934663729654;2.428723169620509;76.56388499491581;502.1235945494959;0.7434211921319609;1.9574079907029256;2022-01-06T00:00:00;Bomba da Entrada;0;17.515616223116503;0;10;120;180;1800
18.189948690782057;2.097729261421239;105.43055171640302;556.3269701607765;0.7085646375419874;1.995798297398025;2022-01-06T02:00:00;Bomba da Entrada;0;18.22418086065849;0;10;120;180;1800
20.440662340620662;1.87025214757788;116.9261502525539;631.1800643825254;0.7188711332389222;1.7582839963527597;2022-01-06T04:00:00;Bomba da Entrada;0;18.943051993897413;0;10;120;180;1800
18.283741290577183;2.052782606602271;107.09616050975612;581.5824804856902;0.7436854167366991;1.7340640514039158;2022-01-06T06:00:00;Bomba da Entrada;0;19.686737410634112;0;10;120;180;1800
18.197783718881823;1.738668209711149;77.01088206418206;588.4923246127296;0.984654874501478;2.4004202760081808;2022-01-06T08:00:00;Bomba da Entrada;0;20.67139228513559;1;10;120;180;1800
19.119538922702382;1.879234726332814;97.83188693305166;507.83549761591627;0.45763671791412824;2.458636629712303;2022-01-06T10:00:00;Bomba da Entrada;0;0.45763671791412824;0;10;120;180;1800
19.432522077048798;2.179559749573392;94.75915160918949;483.3153511789317;0.8901576845359385;2.2471134445844854;2022-01-06T12:00:00;Bomba da Entrada;0;1.3477944024500668;0;10;120;180;1800
18.187731128716703;2.338338065861892;135.23510869849943;675.7070927846189;1.0021304123854868;1.8603937657303908;2022-01-06T14:00:00;Bomba da Entrada;0;2.3499248148355534;0;10;120;180;1800
18.163432153949845;1.667895157890118;91.95623261287741;654.5729315685938;0.463085434024691;2.468570968922921;2022-01-06T16:00:00;Bomba da Entrada;0;2.813010248860244;0;10;120;180;1800
19.14647594430782;1.897801862865765;79.61198500977885;657.8114040333627;0.7564255289855559;2.2491094001567826;2022-01-07T00:00:00;Bomba da Entrada;0;3.5694357778458;0;10;120;180;1800
20.38651580436145;1.6522871825541452;105.35091417482114;666.1949716804087;0.8182631061494265;2.3350216547020834;2022-01-07T02:00:00;Bomba da Entrada;0;4.387698883995227;0;10;120;180;1800
19.71893142328591;2.3826109136158293;104.79544208700916;481.55037336783306;0.7901991446702259;1.7610753594439008;2022-01-07T04:00:00;Bomba da Entrada;0;5.177898028665453;0;10;120;180;1800
19.33916345282212;2.0073981519009427;85.98940490748706;495.36312162106327;0.47554352386405496;1.982979497330108;2022-01-07T06:00:00;Bomba da Entrada;0;5.653441552529508;0;10;120;180;1800
18.327210107489382;2.0398408421480703;73.61843083071466;521.9176870140349;0.6912387416223954;2.1945290154497883;2022-01-07T08:00:00;Bomba da Entrada;0;6.344680294151904;0;10;120;180;1800
20.40294010757773;2.101062518406678;134.48254398684082;496.2366558627009;0.43980711800352806;2.402161657633109;2022-01-07T10:00:00;Bomba da Entrada;0;6.784487412155432;0;10;120;180;1800
19.863124693894548;1.7962032998116295;114.97643685684378;625.8230985697921;0.3592267857070938;1.7008960273527622;2022-01-07T12:00:00;Bomba da Entrada;0;7.143714197862526;0;10;120;180;1800
20.832154374737737;1.891057032268273;83.73470470140867;458.5196877821765;0.8721392077726358;2.0485867750224305;2022-01-07T14:00:00;Bomba da Entrada;0;8.015853405635161;0;10;120;180;1800
18.616746017745758;2.3977420556242497;107.34229949713223;496.1153550964322;0.9668868246283406;2.1648112176258185;2022-01-07T16:00:00;Bomba da Entrada;0;8.982740230263502;0;10;120;180;1800
20.31024958275992;2.422130463943136;108.58952890631276;473.88389494216983;1.080369973498157;2.2176470734412677;2022-01-08T00:00:00;Bomba da Entrada;0;10.06311020376166;0;10;120;180;1800
20.261775713204553;2.3330588917028456;71.04550726101044;650.6362877977626;0.863901175419757;2.033434045176569;2022-01-08T02:00:00;Bomba da Entrada;0;10.927011379181417;0;10;120;180;1800
19.161722819613477;2.4802223382918043;93.89623003057551;699.014070845853;1.0914345139849917;1.8669040740716274;2022-01-08T04:00:00;Bomba da Entrada;0;12.018445893166408;0;10;120;180;1800
18.53046333480267;1.576434080578354;79.36472584994412;599.7093346320279;0.4308255130774603;1.8059867567421468;2022-01-08T06:00:00;Bomba da Entrada;0;12.449271406243868;0;10;120;180;1800
18.812233414156417;2.4409846282349337;90.96032125469249;617.697767210247;0.9761931459374642;2.1326938129989426;2022-01-08T08:00:00;Bomba da Entrada;0;13.425464552181332;0;10;120;180;1800
20.43823097876259;1.5253618775372337;129.7651879348445;659.9648211640828;0.7495893866049252;1.7049297304752917;2022-01-08T10:00:00;Bomba da Entrada;0;14.175053938786256;0;10;120;180;1800
19.19328033015406;2.0141048562501247;71.45833047252678;598.7712205490081;0.7415534282166077;2.357122341893198;2022-01-08T12:00:00;Bomba da Entrada;0;14.916607367002864;0;10;120;180;1800
19.394191422853595;2.0008963413672225;104.87404506146075;661.553367829343;0.8416579411312668;2.3600702044150985;2022-01-08T14:00:00;Bomba da Entrada;0;15.758265308134131;0;10;120;180;1800
20.45627568602087;2.4791655125274725;91.13572239288257;649.9011829596077;0.39538266038052294;2.021269879901725;2022-01-08T16:00:00;Bomba da Entrada;0;16.153647968514655;0;10;120;180;1800
19.47953256350144;1.684357543355661;81.41933128946295;681.6470333689492;0.6005183941925138;2.00121088787975;2022-01-09T00:00:00;Bomba da Entrada;0;16.754166362707167;0;10;120;180;1800
18.40670892381827;2.369893118518506;113.27994979275601;524.3274324903812;0.8392601568123612;1.912095961176775;2022-01-09T02:00:00;Bomba da Entrada;0;17.59342651951953;0;10;120;180;1800
19.42527310338759;2.0778881552186084;135.5976898126653;605.7632215247136;0.4437188896447699;2.3879841365401515;2022-01-09T04:00:00;Bomba da Entrada;0;18.0371454091643;0;10;120;180;1800
20.319011613873183;1.8086517912668918;136.9999355326483;675.4604060378751;0.5209374837320054;2.1094743242052982;2022-01-09T06:00:00;Bomba da Entrada;0;18.558082892896305;0;10;120;180;1800
19.453302359599817;1.5954087959543832;133.6182876070701;559.2825421791882;0.46129062140665866;2.3063877603964533;2022-01-09T08:00:00;Bomba da Entrada;0;19.019373514302963;0;10;120;180;1800
19.250862102773752;1.7714620754693529;78.84171035756127;612.0795978417095;1.0129834620027054;2.409156788422292;2022-01-09T10:00:00;Bomba da Entrada;0;20.032356976305667;0;10;120;180;1800
20.049803484909656;1.5596677994107244;129.89849239133585;656.7092694648809;0.9324483087858002;1.8103833557961522;2022-01-09T12:00:00;Bomba da Entrada;0;20.96480528509147;0;10;120;180;1800
18.28466685692889;1.9641307750217627;78.0386509720136;459.647789801247;0.5156340333092884;2.411089841291955;2022-01-09T14:00:00;Bomba da Entrada;0;21.48043931840076;0;10;120;180;1800
19.755910043079545;2.029562272906665;73.72829068131513;464.92870635747784;0.770632682020528;2.384993676605239;2022-01-09T16:00:00;Bomba da Entrada;0;22.25107200042129;0;10;120;180;1800
18.41026560023273;1.5099534057312374;80.08163422027225;698.7826366579956;0.6276505165987425;1.843275737133741;2022-01-10T00:00:00;Bomba da Entrada;0;22.87872251702003;0;10;120;180;1800
20.90511967574149;2.4347268198654954;73.17400590648506;474.263731906989;0.8665458999962927;2.049205601235556;2022-01-10T02:00:00;Bomba da Entrada;0;23.745268417016323;0;10;120;180;1800
20.512976146891052;2.1819921807738885;119.52066994639846;523.9660726773458;0.9143544981682978;1.8942415736818452;2022-01-10T04:00:00;Bomba da Entrada;0;24.65962291518462;0;10;120;180;1800
18.376071652443745;1.8031531261403773;81.53757780571827;601.5777094694288;1.0434935682811786;1.8306828366721124;2022-01-10T06:00:00;Bomba da Entrada;0;25.7031164834658;0;10;120;180;1800
20.764497565596187;1.658500854804021;70.3419476569983;547.6789453199472;0.9468789645070492;2.2425768623950257;2022-01-10T08:00:00;Bomba da Entrada;0;26.64999544797285;0;10;120;180;1800
20.701064167339823;1.8209293463193024;81.64975575884849;467.1269425388299;0.4282976876182447;1.8545220175652557;2022-01-10T10:00:00;Bomba da Entrada;0;27.078293135591093;0;10;120;180;1800
20.250692453817592;1.7043166883609415;87.04905946309722;649.5415752701773;0.45770132749686027;1.8864005078393826;2022-01-10T12:00:00;Bomba da Entrada;0;27.535994463087953;0;10;120;180;1800
19.936852447891507;1.9288084904855307;135.53463604931198;660.0738019889277;0.8565635382964911;2.142687057385026;2022-01-10T14:00:00;Bomba da Entrada;0;28.392558001384444;0;10;120;180;1800
20.632547835241997;2.3857566065000446;78.09543454025174;697.3366344992862;0.7597631178076006;1.8729713618137935;2022-01-10T16:00:00;Bomba da Entrada;0;29.152321119192045;0;10;120;180;1800
20.86493157239105;1.5256127540569437;125.42741792952745;527.8045527935867;0.8760649626800205;2.4375925503561957;2022-01-11T00:00:00;Bomba da Entrada;0;30.028386081872064;0;10;120;180;1800
19.34905572354977;1.6118682790796024;129.61709177497534;630.1995523864692;0.33467790358832983;2.3714320491259273;2022-01-11T02:00:00;Bomba da Entrada;0;30.363063985460393;0;10;120;180;1800
18.19610192068305;1.6845846388612773;126.21720979994686;642.6219560513088;0.6889140361854038;2.05220834757706;2022-01-11T04:00:00;Bomba da Entrada;0;31.051978021645798;0;10;120;180;1800
19.221068442676312;2.019880631579062;98.02011215535038;509.86547760886225;0.3772143886245326;1.7788474961139231;2022-01-11T06:00:00;Bomba da Entrada;0;31.429192410270332;0;10;120;180;1800
19.463595654672478;1.834986987960654;115.65689247793506;621.3176672645918;0.893315430731322;2.449157483167253;2022-01-11T08:00:00;Bomba da Entrada;0;32.32250784100165;0;10;120;180;1800
18.797822069361363;2.1361145985491525;95.89158341928744;527.3113459295935;1.0861268563971407;2.151825317399605;2022-01-11T10:00:00;Bomba da Entrada;0;33.408634697398796;0;10;120;180;1800
18.50885584447853;2.4328699966911453;83.329457216108;457.47282207431374;0.5759803694156305;2.028327557940538;2022-01-11T12:00:00;Bomba da Entrada;0;33.98461506681443;0;10;120;180;1800
18.27193022523702;2.3612384781138003;133.01153827330324;564.6071222384285;1.0022636593867373;2.2938995809436804;2022-01-11T14:00:00;Bomba da Entrada;0;34.98687872620116;0;10;120;180;1800
19.207541932973353;1.6833662784571377;97.94294647781311;537.4614309793752;0.6365616508435687;2.3574712213800564;2022-01-11T16:00:00;Bomba da Entrada;0;35.62344037704473;0;10;120;180;1800
19.023773873087798;2.2323192315190097;77.17751580868831;659.6634785424391;0.8599883821324625;1.7976681926685416;2022-01-12T00:00:00;Bomba da Entrada;0;36.483428759177194;0;10;120;180;1800
19.745180073807614;1.7846482113693205;126.04380768989878;685.4103787521634;1.0426368244271758;1.970982296032171;2022-01-12T02:00:00;Bomba da Entrada;0;37.52606558360437;0;10;120;180;1800
20.89142727759339;2.1740883382994225;75.04245772816313;560.0133291036235;1.0629745270392281;2.1904321388453916;2022-01-12T04:00:00;Bomba da Entrada;0;38.5890401106436;0;10;120;180;1800
18.852931011069444;1.8657160391183374;129.97077408784898;671.9032593049652;0.7208627678518196;2.113687556165326;2022-01-12T06:00:00;Bomba da Entrada;0;39.30990287849542;0;10;120;180;1800
20.137453239421063;1.9575486578949517;103.69407631042594;589.195861096637;0.42333239603395434;2.4518978994547362;2022-01-12T08:00:00;Bomba da Entrada;0;39.73323527452938;0;10;120;180;1800
18.76453121464393;1.5119532240261089;119.68764687341111;467.9898310994933;0.3686813443449153;2.430752214295721;2022-01-12T10:00:00;Bomba da Entrada;0;40.10191661887429;0;10;120;180;1800
18.565775613347896;2.3981830723281594;94.86826879926369;453.71374781889716;0.6106545177915255;2.4556724343650487;2022-01-12T12:00:00;Bomba da Entrada;0;40.712571136665815;0;10;120;180;1800
18.25944940982708;2.1669082106099204;78.74981613747643;536.2149663170236;1.0025223993578678;2.1871924225859636;2022-01-12T14:00:00;Bomba da Entrada;0;41.71509353602368;0;10;120;180;1800
19.637693468020117;1.7253046891674797;83.4223045511534;609.4593365365517;0.9409503475331684;2.478803907293992;2022-01-12T16:00:00;Bomba da Entrada;0;42.65604388355685;0;10;120;180;1800
19.932407859775147;2.1445987008793406;132.62630532348388;641.8906153281425;0.8277145414374893;2.333762565261545;2022-01-13T00:00:00;Bomba da Entrada;0;43.483758424994335;0;10;120;180;1800
20.90744042839065;1.5272322737026196;77.90033353938743;587.3667435538545;0.9417840017753383;2.3689288720928046;2022-01-13T02:00:00;Bomba da Entrada;0;44.425542426769674;0;10;120;180;1800
18.46288373496825;1.521542011594804;73.2315777892658;573.6908796226664;0.418375343529774;1.858451769320368;2022-01-13T04:00:00;Bomba da Entrada;0;44.84391777029945;0;10;120;180;1800
19.739189130476237;1.8761054061204734;77.2131506927816;688.7494627066126;0.4383185375472912;1.9172787827383935;2022-01-13T06:00:00;Bomba da Entrada;0;45.28223630784674;0;10;120;180;1800
18.529995455842872;2.1230679465871662;72.67585026159999;671.4481895816978;0.4254513201032374;2.0310239757533064;2022-01-13T08:00:00;Bomba da Entrada;0;45.70768762794997;0;10;120;180;1800
18.453496909842727;2.107708620489367;116.07157050541859;684.1837117804836;0.66846176777441;1.7989965376685035;2022-01-13T10:00:00;Bomba da Entrada;0;46.37614939572438;0;10;120;180;1800
18.783364859739645;1.8550762601238568;87.87556335829933;633.2099840520849;0.7786254817016323;2.082714778202655;2022-01-13T12:00:00;Bomba da Entrada;0;47.154774877426014;0;10;120;180;1800
19.10851734717172;2.1255317136658887;85.07810287761242;511.47230863017353;0.7680705638422675;2.0759184859878443;2022-01-13T14:00:00;Bomba da Entrada;0;47.92284544126828;0;10;120;180;1800
18.66527942710721;1.924679511270841;94.44722811282196;649.2731659082598;0.6407866067401182;1.7349662952057656;2022-01-13T16:00:00;Bomba da Entrada;0;48.5636320480084;0;10;120;180;1800
20.108097737256305;2.4310078656670835;94.8333264252328;589.4947470015529;1.0708100029891732;2.414924295152626;2022-01-14T00:00:00;Bomba da Entrada;0;49.63444205099758;1;10;120;180;1800
18.186756534751645;2.069818668949357;76.36996943562899;575.9723901817943;1.0751908852483305;2.4313721353593105;2022-01-14T02:00:00;Bomba da Entrada;0;1.0751908852483305;0;10;120;180;1800
20.243813808741734;1.7190724966282434;74.14610961473144;545.9372951003548;0.6061995560137428;2.3221673195464843;2022-01-14T04:00:00;Bomba da Entrada;0;1.6813904412620733;0;10;120;180;1800
20.38199146172185;2.3495408774043516;127.31127836525192;569.9089186535056;0.8792324971117478;2.017703579509747;2022-01-14T06:00:00;Bomba da Entrada;0;2.560622938373821;0;10;120;180;1800
20.455757773394208;2.261049299066232;128.38544848224103;561.6729842352041;1.0626374055224879;2.40999805029381;2022-01-14T08:00:00;Bomba da Entrada;0;3.623260343896309;0;10;120;180;1800
18.368868978745585;2.4788563410380844;76.9822798288323;537.1532624449966;0.4747056114469623;1.9581089747629559;2022-01-14T10:00:00;Bomba da Entrada;0;4.0979659553432715;0;10;120;180;1800
19.378926917748785;1.6656326288602932;123.23806583498556;567.0181045730893;0.8218741762959336;2.124433063366731;2022-01-14T12:00:00;Bomba da Entrada;0;4.919840131639205;0;10;120;180;1800
18.18661855864198;2.036258801624533;80.40493606447401;453.0187210994577;1.073811319939791;2.0375243059660657;2022-01-14T14:00:00;Bomba da Entrada;0;5.993651451578996;0;10;120;180;1800
19.347635640897998;1.7100619985048215;120.6994397193086;691.6111144873348;0.7918957148044607;1.9527967561129596;2022-01-14T16:00:00;Bomba da Entrada;0;6.7855471663834575;0;10;120;180;1800
20.736385301086344;2.4328693789892193;93.69576146299094;624.4014845773024;0.5810189455391281;2.1323952270633626;2022-01-15T00:00:00;Bomba da Entrada;0;7.366566111922586;0;10;120;180;1800
20.416756903248167;2.2250937446456023;105.37382634964086;571.7806611970702;1.0686278152530841;1.8288719210941458;2022-01-15T02:00:00;Bomba da Entrada;0;8.43519392717567;0;10;120;180;1800
20.68925493506693;2.2173168558828604;108.24437371829589;565.7357681244633;0.5127133272563216;2.325302123854278;2022-01-15T04:00:00;Bomba da Entrada;0;8.94790725443199;0;10;120;180;1800
20.287338980293317;2.4693044607261934;96.82316196294252;464.22202586818497;0.4810807048826072;1.953945361887342;2022-01-15T06:00:00;Bomba da Entrada;0;9.428987959314599;0;10;120;180;1800
18.239207116972015;2.1943976312723676;70.64266590862306;505.4197678546671;0.8805717838435947;2.3129986482399083;2022-01-15T08:00:00;Bomba da Entrada;0;10.309559743158193;0;10;120;180;1800
19.216915239530522;2.4363339833635114;104.56931808544363;496.9129122429833;0.377387108732282;2.025568769144883;2022-01-15T10:00:00;Bomba da Entrada;0;10.686946851890475;0;10;120;180;1800
20.916479429019358;2.3849214141719832;139.41875276582994;533.9205441521909;1.0158472396343687;2.22457155866112;2022-01-15T12:00:00;Bomba da Entrada;0;11.702794091524844;0;10;120;180;1800
20.181215172707944;2.310115305118064;111.99808262019613;454.2128090149674;0.9626256388888657;1.8250917682966001;2022-01-15T14:00:00;Bomba da Entrada;0;12.66541973041371;0;10;120;180;1800
19.510563714977017;2.0023113498161003;86.72205198600298;582.9353998245728;0.8015914634770029;2.426536681839506;2022-01-15T16:00:00;Bomba da Entrada;0;13.467011193890713;0;10;120;180;1800
18.621709366816344;1.6211519677495714;91.03743785976863;589.1441187604157;0.5200605898461937;2.1372496462141624;2022-01-16T00:00:00;Bomba da Entrada;0;13.987071783736907;0;10;120;180;1800
20.555039339212424;2.058357337893556;96.33318441739355;532.728485888505;0.48573999420815434;2.2957603198617744;2022-01-16T02:00:00;Bomba da Entrada;0;14.472811777945061;0;10;120;180;1800
20.012371948187166;1.7603330616403667;132.46785117142537;639.5203388190189;0.6130369425981366;1.8855343461348122;2022-01-16T04:00:00;Bomba da Entrada;0;15.085848720543197;0;10;120;180;1800
18.409060653689064;1.911608839646461;108.25879928935703;622.6271790281342;0.5014322083337958;1.79587358516752;2022-01-16T06:00:00;Bomba da Entrada;0;15.587280928876993;0;10;120;180;1800
20.788794307739984;2.2361022852466004;135.58929957693698;671.2866613811595;0.7155097672648603;1.7868097234598685;2022-01-16T08:00:00;Bomba da Entrada;0;16.30279069614185;0;10;120;180;1800
20.439213210312488;2.153513184565006;77.70170184201896;632.2396036072851;0.7536201475868369;2.3151495929080075;2022-01-16T10:00:00;Bomba da Entrada;0;17.05641084372869;0;10;120;180;1800
19.288016957750433;1.6190348527286982;87.04150984504764;594.4784006482378;0.6935737689288658;2.1254230947149098;2022-01-16T12:00:00;Bomba da Entrada;0;17.749984612657553;0;10;120;180;1800
19.10029453030657;1.7476212701192544;107.10042697162802;673.2776128022315;0.7649574971481178;2.214995983875491;2022-01-16T14:00:00;Bomba da Entrada;0;18.51494210980567;0;10;120;180;1800
18.211238511606236;1.870602531839004;74.26888208272415;657.8467620841141;0.543956802460394;2.450223029336179;2022-01-16T16:00:00;Bomba da Entrada;0;19.058898912266063;0;10;120;180;1800
19.0992605434907;1.7642286589246883;95.15119348928721;682.0754544580936;0.5045883230095519;2.4349316088435025;2022-01-17T00:00:00;Bomba da Entrada;0;19.563487235275616;0;10;120;180;1800
19.24594163073734;2.063016948948109;102.67904388185804;566.6316022108947;0.8693122012770229;1.745637516896525;2022-01-17T02:00:00;Bomba da Entrada;0;20.43279943655264;0;10;120;180;1800
18.946008245701822;2.2091783722194775;119.57657864474268;493.84491323097956;0.7143650095237455;1.8883489409259475;2022-01-17T04:00:00;Bomba da Entrada;0;21.147164446076385;0;10;120;180;1800
18.586429063873407;2.2176619491221348;78.91699662716698;496.14807430797487;0.7599385905218449;2.0273702647255707;2022-01-17T06:00:00;Bomba da Entrada;0;21.90710303659823;0;10;120;180;1800
